SongID,Performer.x,Song.x,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,url,WeekID,Week.Position,Song.y,Performer.y,Instance,Previous.Week.Position,Peak.Position,Weeks.on.Chart,genrez,date2,year,month,rock_genrez,weeks_chart,position_peak,year2,weeks_chart2,position_peak2,performer,song
When You Need My LoveDarryl Worley,Darryl Worley,When You Need My Love,"['contemporary country', 'country', 'country road', 'modern country rock']",4YVn5jM7iJqjQLu1gRhP2W,NA,Have You Forgotten?,FALSE,219800,25,0.59,0.653,4,-5.806,1,0.023,0.119,0,0.313,0.402,85.991,4,http://www.billboard.com/charts/hot-100/2000-09-02,9/2/2000,78,When You Need My Love,Darryl Worley,1,75,75,13,rock,2000-09-02,2000,9,country rock,13,75,2000,13,75,Darryl Worley,When You Need My Love
Smoking GunThe Robert Cray Band,The Robert Cray Band,Smoking Gun,"['blues', 'blues rock', 'electric blues', 'modern blues']",5vOK3ksL1X3MNe2o48lWTU,NA,Cookin' In Mobile,FALSE,435293,14,0.478,0.702,4,-10.71,0,0.0617,0.0399,7.65e-4,0.866,0.64,125.28,4,http://www.billboard.com/charts/hot-100/1987-05-02,5/2/1987,51,Smoking Gun,The Robert Cray Band,1,32,22,13,rock,1987-05-02,1987,5,blues,13,22,1987,13,22,The Robert Cray Band,Smoking Gun
Green-Eyed LadySugarloaf,Sugarloaf,Green-Eyed Lady,"['classic rock', 'country rock', 'soft rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1970-11-21,11/21/1970,7,Green-Eyed Lady,Sugarloaf,1,6,3,15,rock,1970-11-21,1970,11,classic,15,3,1970,15,3,Sugarloaf,Green-Eyed Lady
The ImpossibleJoe Nichols,Joe Nichols,The Impossible,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",5vyVckEUyIogu3Fq7J3lBR,NA,Man With A Memory,FALSE,245573,43,0.613,0.59,9,-5.167,1,0.0285,0.367,2.2e-6,0.0737,0.192,78.013,4,http://www.billboard.com/charts/hot-100/2002-07-20,7/20/2002,69,The Impossible,Joe Nichols,1,79,69,8,rock,2002-07-20,2002,7,country rock,8,69,2002,8,69,Joe Nichols,The Impossible
Look AwayChicago,Chicago,Look Away,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2dEVFDQ9Z9Gyl73yhoKl65,https://p.scdn.co/mp3-preview/c4f84e6dd0cc62b62418cd3817bef0b543682948?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago 19 (Expanded Edition),FALSE,242960,51,0.553,0.545,9,-7.278,1,0.0261,0.385,5.36e-6,0.105,0.201,85.959,4,http://www.billboard.com/charts/hot-100/1988-12-17,12/17/1988,1,Look Away,Chicago,1,1,1,13,rock,1988-12-17,1988,12,classic,13,1,1988,13,1,Chicago,Look Away
Is This LoveSurvivor,Survivor,Is This Love,"['album rock', 'hard rock', 'rock', 'soft rock']",6rt4FH5qFgXGmyhgKmlJcL,https://p.scdn.co/mp3-preview/4abd8d32724e3c18982ca5fd02bb5487c5161a42?cid=b8d3901151d34489a160e3cf0ab1fa94,When Seconds Count,FALSE,222560,47,0.679,0.772,3,-8.946,1,0.0328,0.557,0,0.0338,0.749,118.129,4,http://www.billboard.com/charts/hot-100/1986-11-22,11/22/1986,32,Is This Love,Survivor,1,36,32,5,rock,1986-11-22,1986,11,hard,5,32,1986,5,32,Survivor,Is This Love
(I Do The) Shimmy ShimmyBobby Freeman,Bobby Freeman,(I Do The) Shimmy Shimmy,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",2FQcPtw6VJ8t2D8YC6OiCC,https://p.scdn.co/mp3-preview/835a6d254c287a4af69dcb1e6dda0c9db5f70791?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,FALSE,157466,3,0.508,0.857,2,-5.498,1,0.04,0.74,0,0.365,0.891,88.579,4,http://www.billboard.com/charts/hot-100/1960-10-22,10/22/1960,46,(I Do The) Shimmy Shimmy,Bobby Freeman,1,46,37,11,rock,1960-10-22,1960,10,blues,11,37,1960,11,37,Bobby Freeman,(I Do The) Shimmy Shimmy
NightwalkerGino Vannelli,Gino Vannelli,Nightwalker,"['classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock']",1OMGjMyooYrLkK5VuhDAkk,https://p.scdn.co/mp3-preview/d8a1781799394cb380abebcbd0fa7414c2f4ce8a?cid=b8d3901151d34489a160e3cf0ab1fa94,Nightwalker,FALSE,307960,29,0.239,0.64,11,-11.887,0,0.0462,0.326,0.00298,0.121,0.347,82.803,4,http://www.billboard.com/charts/hot-100/1981-07-25,7/25/1981,51,Nightwalker,Gino Vannelli,1,61,51,4,rock,1981-07-25,1981,7,classic,4,51,1981,4,51,Gino Vannelli,Nightwalker
Death Of An AngelThe Kingsmen,The Kingsmen,Death Of An Angel,['classic garage rock'],7mp74IKoo9oaES5JwBWBWO,https://p.scdn.co/mp3-preview/97cfeeebe6165b4273d285c6dd8278af6c57b30a?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best of The Kingsmen,FALSE,153652,20,0.794,0.308,7,-13.539,0,0.0537,0.649,0,0.106,0.679,113.808,4,http://www.billboard.com/charts/hot-100/1964-10-31,10/31/1964,42,Death Of An Angel,The Kingsmen,1,47,42,8,rock,1964-10-31,1964,10,classic,8,42,1964,8,42,The Kingsmen,Death Of An Angel
Till I Loved YouBarbra Streisand & Don Johnson,Barbra Streisand & Don Johnson,Till I Loved You,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",4xnp5cvuGKQGwuIRHCTUzh,https://p.scdn.co/mp3-preview/f434de7822dbc65ff6f2d9565342a8abb056aa62?cid=b8d3901151d34489a160e3cf0ab1fa94,Duets,FALSE,256626,47,0.526,0.459,7,-8.205,1,0.0258,0.618,1.86e-6,0.137,0.338,107.155,4,http://www.billboard.com/charts/hot-100/1988-11-05,11/5/1988,43,Till I Loved You,Barbra Streisand & Don Johnson,1,53,43,3,rock,1988-11-05,1988,11,soft rock,3,43,1988,3,43,Barbra Streisand & Don Johnson,Till I Loved You
I Don't Need No DoctorHumble Pie,Humble Pie,I Don't Need No Doctor,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock']",5EvmhOIdCZ8kGMuvZDbgts,https://p.scdn.co/mp3-preview/8a31c53f51d76006ab8becd1ee7d9b3ddf1ae20a?cid=b8d3901151d34489a160e3cf0ab1fa94,Live '73,FALSE,592053,31,0.373,0.897,2,-6.268,1,0.166,2.9e-4,0.0179,0.669,0.272,141.745,4,http://www.billboard.com/charts/hot-100/1971-10-30,10/30/1971,84,I Don't Need No Doctor,Humble Pie,1,73,73,6,rock,1971-10-30,1971,10,blues,6,73,1971,6,73,Humble Pie,I Don't Need No Doctor
Got To Get You Into My LifeThe Beatles,The Beatles,Got To Get You Into My Life,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",3tGhRLgcCP6SIZU3tbGl7l,NA,Revolver (Remastered),FALSE,149240,62,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-6,0.0838,0.711,136.679,4,http://www.billboard.com/charts/hot-100/1976-07-03,7/3/1976,12,Got To Get You Into My Life,The Beatles,1,18,12,4,rock,1976-07-03,1976,7,british,4,12,1976,4,12,The Beatles,Got To Get You Into My Life
What's Your NameLynyrd Skynyrd,Lynyrd Skynyrd,What's Your Name,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",0uZs7p6cbEUNwGMdfNj9Kk,NA,Street Survivors,FALSE,213266,53,0.646,0.574,7,-9.352,1,0.0285,0.602,4.19e-5,0.135,0.933,135.175,4,http://www.billboard.com/charts/hot-100/1978-02-25,2/25/1978,17,What's Your Name,Lynyrd Skynyrd,1,18,17,13,rock,1978-02-25,1978,2,blues,13,17,1978,13,17,Lynyrd Skynyrd,What's Your Name
Sun's Gonna RiseSass Jordan,Sass Jordan,Sun's Gonna Rise,['classic canadian rock'],0Xm3kkDIvzhm4ZDsvCa6bl,NA,Rats,FALSE,173313,7,0.448,0.627,11,-7.472,0,0.0283,0.0866,8.35e-6,0.125,0.493,80.19,4,http://www.billboard.com/charts/hot-100/1994-12-03,12/3/1994,95,Sun's Gonna Rise,Sass Jordan,1,86,86,3,rock,1994-12-03,1994,12,classic,3,86,1994,3,86,Sass Jordan,Sun's Gonna Rise
Waltzing MatildaJimmie Rodgers,Jimmie Rodgers,Waltzing Matilda,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",4T1YDePBqGXRnTJMCi4nXm,https://p.scdn.co/mp3-preview/d690e6ca14ab6d0e2ea5849e6d3d3e9669e45b5e?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Jimmie Rodgers,FALSE,176000,8,0.778,0.306,7,-14.382,1,0.0352,0.814,0,0.0783,0.863,111.064,4,http://www.billboard.com/charts/hot-100/1960-01-16,1/16/1960,75,Waltzing Matilda,Jimmie Rodgers,1,NA,75,1,rock,1960-01-16,1960,1,country rock,1,75,1960,1,75,Jimmie Rodgers,Waltzing Matilda
Feel That FireDierks Bentley,Dierks Bentley,Feel That Fire,"['contemporary country', 'country', 'country road', 'modern country rock']",0U7Q336Pth6J3mPy736fQq,NA,Feel That Fire,FALSE,201506,47,0.412,0.833,1,-3.865,1,0.0352,0.371,1.28e-5,0.208,0.669,179.846,4,http://www.billboard.com/charts/hot-100/2009-03-07,3/7/2009,45,Feel That Fire,Dierks Bentley,1,37,32,20,rock,2009-03-07,2009,3,country rock,20,32,2009,20,32,Dierks Bentley,Feel That Fire
ButterflyCrazy Town,Crazy Town,Butterfly,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",4BggEwLhGfrbrl7JBhC8EC,https://p.scdn.co/mp3-preview/8bab4427d8ce0fcb58daacaa20d19864554806f1?cid=b8d3901151d34489a160e3cf0ab1fa94,The Gift Of Game,FALSE,216733,71,0.736,0.811,9,-4.17,0,0.081,0.00132,1.42e-4,0.107,0.609,103.502,4,http://www.billboard.com/charts/hot-100/2001-05-19,5/19/2001,22,Butterfly,Crazy Town,1,17,1,20,rock,2001-05-19,2001,5,metal,20,1,2001,20,1,Crazy Town,Butterfly
No Way OutJefferson Starship,Jefferson Starship,No Way Out,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",5ncLNCx0nnz763Aug1q4ay,https://p.scdn.co/mp3-preview/9e2c973654eb1f56472c89b0c164c863971fafe9?cid=b8d3901151d34489a160e3cf0ab1fa94,Nuclear Furniture,FALSE,262573,38,0.587,0.791,5,-5.139,0,0.0301,0.0222,1.15e-4,0.0376,0.349,105.591,4,http://www.billboard.com/charts/hot-100/1984-07-14,7/14/1984,24,No Way Out,Jefferson Starship,1,25,24,10,rock,1984-07-14,1984,7,hard,10,24,1984,10,24,Jefferson Starship,No Way Out
In Too DeepGenesis,Genesis,In Too Deep,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",4P0uyibZjcXZLVeNOHBd8Q,https://p.scdn.co/mp3-preview/728b3992946792f12e967364b882d8af4f9fcc4e?cid=b8d3901151d34489a160e3cf0ab1fa94,Invisible Touch,FALSE,298093,48,0.669,0.435,8,-9.646,1,0.0244,0.534,9.51e-6,0.0879,0.302,103.548,4,http://www.billboard.com/charts/hot-100/1987-07-11,7/11/1987,17,In Too Deep,Genesis,1,6,3,12,rock,1987-07-11,1987,7,classic,12,3,1987,12,3,Genesis,In Too Deep
Free BirdLynyrd Skynyrd,Lynyrd Skynyrd,Free Bird,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",5EWPGh7jbTNO2wakv8LjUI,NA,Pronounced' Leh-'Nerd 'Skin-'Nerd,FALSE,547106,72,0.252,0.844,0,-8.121,1,0.0572,0.0765,1.8e-4,0.084,0.351,118.158,4,http://www.billboard.com/charts/hot-100/1975-02-01,2/1/1975,19,Free Bird,Lynyrd Skynyrd,1,19,19,11,rock,1975-02-01,1975,2,blues,11,19,1975,11,19,Lynyrd Skynyrd,Free Bird
Whatever It IsZac Brown Band,Zac Brown Band,Whatever It Is,"['contemporary country', 'country', 'country road', 'modern country rock']",4o8STNAL91xc7EvuvqSKk1,https://p.scdn.co/mp3-preview/99ad0dc821a67113fa79324b2645c5a226e212d0?cid=b8d3901151d34489a160e3cf0ab1fa94,The Foundation,FALSE,208213,64,0.686,0.576,1,-6.632,1,0.0284,0.443,1.7e-5,0.212,0.72,83.971,4,http://www.billboard.com/charts/hot-100/2009-05-30,5/30/2009,38,Whatever It Is,Zac Brown Band,1,39,38,10,rock,2009-05-30,2009,5,country rock,10,38,2009,10,38,Zac Brown Band,Whatever It Is
99.9% Sure (I've Never Been Here Before)Brian McComas,Brian McComas,99.9% Sure (I've Never Been Here Before),"['arkansas country', 'country road', 'modern country rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/2003-08-02,8/2/2003,61,99.9% Sure (I've Never Been Here Before),Brian McComas,1,65,61,4,rock,2003-08-02,2003,8,country rock,4,61,2003,4,61,Brian McComas,99.9% Sure (I've Never Been Here Before)
You Got That RightLynyrd Skynyrd,Lynyrd Skynyrd,You Got That Right,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",2lLWfAW32oxUCv0iYQQwSX,NA,Street Survivors,FALSE,227293,45,0.537,0.702,0,-10.973,1,0.033,0.0244,0.0505,0.21,0.954,146.208,4,http://www.billboard.com/charts/hot-100/1978-04-22,4/22/1978,72,You Got That Right,Lynyrd Skynyrd,1,85,72,2,rock,1978-04-22,1978,4,blues,2,72,1978,2,72,Lynyrd Skynyrd,You Got That Right
The Main Event/FightBarbra Streisand,Barbra Streisand,The Main Event/Fight,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1979-09-29,9/29/1979,32,The Main Event/Fight,Barbra Streisand,1,19,3,16,rock,1979-09-29,1979,9,soft rock,16,3,1979,16,3,Barbra Streisand,The Main Event/Fight
Hope You Get Lonely TonightCole Swindell,Cole Swindell,Hope You Get Lonely Tonight,"['contemporary country', 'country', 'country road', 'modern country rock']",5BtS8w1kkjLV1BbvB0t12u,https://p.scdn.co/mp3-preview/1a2bdb560945d66ce2dede2563ffbefee4336d4b?cid=b8d3901151d34489a160e3cf0ab1fa94,Cole Swindell,FALSE,227986,55,0.45,0.795,10,-4.249,1,0.0355,0.103,0,0.166,0.364,151.884,4,http://www.billboard.com/charts/hot-100/2014-06-28,6/28/2014,99,Hope You Get Lonely Tonight,Cole Swindell,1,NA,99,1,rock,2014-06-28,2014,6,country rock,1,99,2014,1,99,Cole Swindell,Hope You Get Lonely Tonight
Something Happened On The Way To HeavenPhil Collins,Phil Collins,Something Happened On The Way To Heaven,"['mellow gold', 'soft rock']",4ziqqoW1o3P5EhNqK6CPb1,https://p.scdn.co/mp3-preview/fdef81cf0864890434dd22423fd77ba6043b4df8?cid=b8d3901151d34489a160e3cf0ab1fa94,...But Seriously (Deluxe Edition),FALSE,291586,58,0.656,0.88,5,-4.137,0,0.0287,0.184,0.00609,0.272,0.88,114.613,4,http://www.billboard.com/charts/hot-100/1990-08-11,8/11/1990,46,Something Happened On The Way To Heaven,Phil Collins,1,62,46,2,rock,1990-08-11,1990,8,soft rock,2,46,1990,2,46,Phil Collins,Something Happened On The Way To Heaven
Another Day/Oh Woman Oh WhyPaul McCartney,Paul McCartney,Another Day/Oh Woman Oh Why,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1971-05-01,5/1/1971,8,Another Day/Oh Woman Oh Why,Paul McCartney,1,5,5,9,rock,1971-05-01,1971,5,classic,9,5,1971,9,5,Paul McCartney,Another Day/Oh Woman Oh Why
Let The Feeling FlowPeabo Bryson,Peabo Bryson,Let The Feeling Flow,"['adult standards', 'new jack swing', 'quiet storm', 'soft rock', 'urban contemporary']",0Z84rtLysGMfBAAQciFGyM,NA,The Peabo Bryson Collection,FALSE,256116,29,0.577,0.336,4,-13.608,1,0.0394,0.794,0,0.115,0.532,119.246,4,http://www.billboard.com/charts/hot-100/1982-02-20,2/20/1982,43,Let The Feeling Flow,Peabo Bryson,1,47,43,7,rock,1982-02-20,1982,2,soft rock,7,43,1982,7,43,Peabo Bryson,Let The Feeling Flow
Jumpin' Jack FlashThe Rolling Stones,The Rolling Stones,Jumpin' Jack Flash,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",55LRDFmsuazr533WrtHHW9,NA,The Rolling Stones In Mono (Remastered 2016),FALSE,219466,66,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,4,http://www.billboard.com/charts/hot-100/1968-06-15,6/15/1968,38,Jumpin' Jack Flash,The Rolling Stones,1,62,38,2,rock,1968-06-15,1968,6,british,2,38,1968,2,38,The Rolling Stones,Jumpin' Jack Flash
Crown Of CreationJefferson Airplane,Jefferson Airplane,Crown Of Creation,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",1JSkbxhF7tLSC7br7ZSlnX,https://p.scdn.co/mp3-preview/efc40ca71eea12191508568e6a50f0672ae69d6e?cid=b8d3901151d34489a160e3cf0ab1fa94,Crown Of Creation,FALSE,174333,31,0.396,0.546,11,-10.234,0,0.0364,0.34,0.0074400000000000004,0.162,0.503,135.148,4,http://www.billboard.com/charts/hot-100/1968-11-09,11/9/1968,91,Crown Of Creation,Jefferson Airplane,1,91,91,2,rock,1968-11-09,1968,11,blues,2,91,1968,2,91,Jefferson Airplane,Crown Of Creation
I Love The Way You Love MeJohn Michael Montgomery,John Michael Montgomery,I Love The Way You Love Me,"['contemporary country', 'country', 'country road', 'country rock']",6MnDkyb3VstTCT9ELxjfeE,https://p.scdn.co/mp3-preview/77273cf7ee146d2f65382779cab06e909a4f6d05?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,FALSE,241306,51,0.447,0.319,8,-10.732,1,0.0264,0.63,1.35e-6,0.106,0.246,162.109,4,http://www.billboard.com/charts/hot-100/1993-07-10,7/10/1993,74,I Love The Way You Love Me,John Michael Montgomery,1,73,60,10,rock,1993-07-10,1993,7,country rock,10,60,1993,10,60,John Michael Montgomery,I Love The Way You Love Me
LightsJourney,Journey,Lights,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",7EHmKkyAr6MZv5Y2FdZbXw,https://p.scdn.co/mp3-preview/51c5e725889996cb3cdf92ba06927bd161f7a8f9?cid=b8d3901151d34489a160e3cf0ab1fa94,Infinity,FALSE,190333,60,0.193,0.5,7,-9.903,1,0.0381,0.108,0.0067,0.332,0.354,207.639,3,http://www.billboard.com/charts/hot-100/1993-02-27,2/27/1993,99,Lights,Journey,3,96,74,17,rock,1993-02-27,1993,2,hard,17,74,1993,17,74,Journey,Lights
Just As I AmAir Supply,Air Supply,Just As I Am,"['adult standards', 'mellow gold', 'soft rock']",6t3AWR3OsMKJGLc5ti1FoM,https://p.scdn.co/mp3-preview/c3a303f1b56a02f3505112034126d9b526c154ce?cid=b8d3901151d34489a160e3cf0ab1fa94,Ultimate Air Supply,FALSE,283000,49,0.412,0.53,2,-6.912,1,0.0249,0.219,0,0.121,0.551,76.262,4,http://www.billboard.com/charts/hot-100/1985-07-27,7/27/1985,21,Just As I Am,Air Supply,1,19,19,10,rock,1985-07-27,1985,7,soft rock,10,19,1985,10,19,Air Supply,Just As I Am
Send The Pain BelowChevelle,Chevelle,Send The Pain Below,"['alternative metal', 'christian rock', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",6dRAAG4sB71NAtVCHJep7s,https://p.scdn.co/mp3-preview/821280dfe249ac354552dc1491eac380c2c11369?cid=b8d3901151d34489a160e3cf0ab1fa94,Wonder What's Next (Expanded Edition),FALSE,252360,65,0.468,0.851,11,-3.617,1,0.0398,2.81e-4,0.00483,0.0644,0.293,92.079,4,http://www.billboard.com/charts/hot-100/2003-06-14,6/14/2003,79,Send The Pain Below,Chevelle,1,79,72,6,rock,2003-06-14,2003,6,metal,6,72,2003,6,72,Chevelle,Send The Pain Below
Night MovesBob Seger,Bob Seger,Night Moves,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",6UBjSnyP1O5W5ndJoO9vUk,NA,Night Moves,FALSE,324422,70,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,4,http://www.billboard.com/charts/hot-100/1977-04-30,4/30/1977,93,Night Moves,Bob Seger,1,81,4,21,rock,1977-04-30,1977,4,hard,21,4,1977,21,4,Bob Seger,Night Moves
"See Me, Feel MeThe Who",The Who,"See Me, Feel Me","['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",7HVLE4CWBQjQi3Vyiz0fbe,NA,The Who Hits 50 (Deluxe),FALSE,216596,39,0.375,0.336,0,-10.513,1,0.0308,0.0914,0,0.077,0.0759,93.988,4,http://www.billboard.com/charts/hot-100/1970-10-03,10/3/1970,61,"See Me, Feel Me",The Who,1,75,61,2,rock,1970-10-03,1970,10,british,2,61,1970,2,61,The Who,"See Me, Feel Me"
I'd Do Anything For Love (But I Won't Do That)Meat Loaf,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),"['album rock', 'mellow gold', 'rock', 'soft rock']",391CwgcBxvUHmEKda2b5In,NA,Bat Out Of Hell II: Back Into Hell,FALSE,316466,60,0.417,0.659,2,-6.385,1,0.113,0.602,0,0.419,0.339,104.818,4,http://www.billboard.com/charts/hot-100/1993-10-23,10/23/1993,3,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1,6,3,6,rock,1993-10-23,1993,10,soft rock,6,3,1993,6,3,Meat Loaf,I'd Do Anything For Love (But I Won't Do That)
If I Were A Carpenter...Leon Russell,Leon Russell,If I Were A Carpenter...,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",05Mxds8IJ9QZCbOZiLxhAt,NA,Stop All That Jazz,FALSE,231000,20,0.742,0.449,7,-9.307,1,0.0294,0.784,7.27e-5,0.129,0.79,100.337,4,http://www.billboard.com/charts/hot-100/1974-04-20,4/20/1974,96,If I Were A Carpenter...,Leon Russell,1,NA,96,1,rock,1974-04-20,1974,4,blues,1,96,1974,1,96,Leon Russell,If I Were A Carpenter...
Sometimes She CriesWarrant,Warrant,Sometimes She Cries,"['album rock', 'glam metal', 'hard rock', 'rock']",0m5RdyFFcOKhut3sGkeWHG,https://p.scdn.co/mp3-preview/c5df753ad19863329c6df69c8d5254f6f9b880c3?cid=b8d3901151d34489a160e3cf0ab1fa94,Dirty Rotten Filthy Stinking Rich,FALSE,283794,52,0.446,0.523,11,-11.716,1,0.027,0.00254,6.12e-6,0.349,0.655,146.482,4,http://www.billboard.com/charts/hot-100/1990-03-24,3/24/1990,27,Sometimes She Cries,Warrant,1,20,20,12,rock,1990-03-24,1990,3,metal,12,20,1990,12,20,Warrant,Sometimes She Cries
What Kind Of FoolBarbra Streisand & Barry Gibb,Barbra Streisand & Barry Gibb,What Kind Of Fool,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",6qLfdfOdfrpD1B0V67eJpy,https://p.scdn.co/mp3-preview/1e232f7c8f54653d86a6b8817a5923a57b93058f?cid=b8d3901151d34489a160e3cf0ab1fa94,Guilty,FALSE,245640,54,0.511,0.245,2,-16.755,1,0.0396,0.39,0,0.401,0.143,79.88,4,http://www.billboard.com/charts/hot-100/1981-03-21,3/21/1981,10,What Kind Of Fool,Barbra Streisand & Barry Gibb,1,12,10,8,rock,1981-03-21,1981,3,soft rock,8,10,1981,8,10,Barbra Streisand & Barry Gibb,What Kind Of Fool
ToesZac Brown Band,Zac Brown Band,Toes,"['contemporary country', 'country', 'country road', 'modern country rock']",5kjyiH6but1t2UDXq15aeS,https://p.scdn.co/mp3-preview/fdc8ad2df2713877ac2b3f23b0f013431c0a88c8?cid=b8d3901151d34489a160e3cf0ab1fa94,The Foundation,FALSE,262773,71,0.8,0.759,11,-5.398,1,0.0378,0.655,0,0.0897,0.821,129.979,4,http://www.billboard.com/charts/hot-100/2009-09-12,9/12/2009,40,Toes,Zac Brown Band,1,49,40,6,rock,2009-09-12,2009,9,country rock,6,40,2009,6,40,Zac Brown Band,Toes
Creepin'Eric Church,Eric Church,Creepin',"['contemporary country', 'country', 'country road', 'modern country rock']",2krJlC7MXXpOdPipgc0TaS,NA,Chief,FALSE,232720,57,0.464,0.889,5,-5.042,1,0.0497,0.0389,0.0272,0.31,0.539,87.858,4,http://www.billboard.com/charts/hot-100/2012-09-15,9/15/2012,91,Creepin',Eric Church,1,95,91,2,rock,2012-09-15,2012,9,country rock,2,91,2012,2,91,Eric Church,Creepin'
FadeStaind,Staind,Fade,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",70b6WxS0cjxbQqvdu4Q4Sa,https://p.scdn.co/mp3-preview/5f5975b6fefcf400007655aa5043ef67d850e061?cid=b8d3901151d34489a160e3cf0ab1fa94,Break the Cycle,FALSE,242600,47,0.471,0.846,1,-3.632,1,0.0416,0.00209,0.0369,0.126,0.255,116.469,4,http://www.billboard.com/charts/hot-100/2002-01-05,1/5/2002,71,Fade,Staind,1,76,62,12,rock,2002-01-05,2002,1,metal,12,62,2002,12,62,Staind,Fade
CalifornicationRed Hot Chili Peppers,Red Hot Chili Peppers,Californication,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",48UPSzbZjgc449aqz8bxox,https://p.scdn.co/mp3-preview/175ce440229d2fb5361756f3e68c9647b86a8eee?cid=b8d3901151d34489a160e3cf0ab1fa94,Californication (Deluxe Edition),FALSE,329733,82,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,http://www.billboard.com/charts/hot-100/2000-11-04,11/4/2000,77,Californication,Red Hot Chili Peppers,1,75,69,15,rock,2000-11-04,2000,11,metal,15,69,2000,15,69,Red Hot Chili Peppers,Californication
Out Of TimeThe Rolling Stones,The Rolling Stones,Out Of Time,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5RFYhFsx88Ged9UNmv5ORj,NA,Aftermath (UK Version),FALSE,336893,47,0.655,0.626,7,-10.756,1,0.0833,0.66,0,0.123,0.76,126.657,4,http://www.billboard.com/charts/hot-100/1975-08-30,8/30/1975,85,Out Of Time,The Rolling Stones,1,90,85,2,rock,1975-08-30,1975,8,british,2,85,1975,2,85,The Rolling Stones,Out Of Time
